INFO 2025-09-22 15:14:47,586 autoreload 25256 37224 Watching for file changes with StatReloader
INFO 2025-09-22 15:14:52,074 basehttp 25256 40876 "GET / HTTP/1.1" 302 0
INFO 2025-09-22 15:14:52,102 basehttp 25256 40876 "GET /dashboard/ HTTP/1.1" 200 42784
INFO 2025-09-22 15:14:56,735 basehttp 25256 40876 "GET /dashboard/upload/ HTTP/1.1" 200 56123
INFO 2025-09-22 15:15:01,492 basehttp 25256 40876 "POST /dashboard/upload/ HTTP/1.1" 200 145
INFO 2025-09-22 15:15:04,754 basehttp 25256 40876 "GET /dashboard/upload/ HTTP/1.1" 200 57857
INFO 2025-09-22 15:15:06,497 basehttp 25256 40876 "GET /dashboard/ HTTP/1.1" 200 43584
WARNING 2025-09-22 15:15:10,295 log 25256 40876 Not Found: /api/process-reviews/
WARNING 2025-09-22 15:15:10,295 basehttp 25256 40876 "POST /api/process-reviews/ HTTP/1.1" 404 5896
INFO 2025-09-22 15:15:11,167 basehttp 25256 40876 "POST /dashboard/process-reviews/ HTTP/1.1" 200 129
INFO 2025-09-22 15:15:12,068 basehttp 25256 40876 "GET /dashboard/ HTTP/1.1" 200 43552
INFO 2025-09-22 15:17:50,989 autoreload 37064 10528 Watching for file changes with StatReloader
INFO 2025-09-22 15:17:53,406 basehttp 37064 36800 "GET / HTTP/1.1" 302 0
INFO 2025-09-22 15:17:53,431 basehttp 37064 36800 "GET /dashboard/ HTTP/1.1" 200 43552
INFO 2025-09-22 15:18:24,409 basehttp 37064 36800 "GET /dashboard/ HTTP/1.1" 200 43552
INFO 2025-09-22 15:18:31,880 basehttp 37064 36800 "GET /dashboard/ HTTP/1.1" 200 43552
INFO 2025-09-22 15:18:44,758 basehttp 37064 36800 "GET /dashboard/ HTTP/1.1" 200 43552
INFO 2025-09-22 15:19:25,775 basehttp 37064 36800 "GET /dashboard/ HTTP/1.1" 200 43552
INFO 2025-09-22 15:20:13,734 basehttp 37064 36800 "GET /dashboard/ HTTP/1.1" 200 43552
INFO 2025-09-22 15:20:36,039 basehttp 37064 36800 "GET /dashboard/ HTTP/1.1" 200 43552
INFO 2025-09-22 15:20:37,774 basehttp 37064 36800 "GET /dashboard/ HTTP/1.1" 200 43552
INFO 2025-09-22 15:21:11,240 basehttp 37064 36800 "GET /dashboard/ HTTP/1.1" 200 43552
INFO 2025-09-22 15:21:15,640 basehttp 37064 36800 "GET /dashboard/ HTTP/1.1" 200 43552
INFO 2025-09-22 15:21:23,304 basehttp 37064 36800 "GET /dashboard/ HTTP/1.1" 200 43552
INFO 2025-09-22 15:22:53,600 basehttp 37064 36800 "GET /dashboard/ HTTP/1.1" 200 43552
INFO 2025-09-22 15:23:03,854 basehttp 37064 36800 "GET /dashboard/ HTTP/1.1" 200 43552
INFO 2025-09-22 15:23:58,854 basehttp 37064 36800 "GET /dashboard/ HTTP/1.1" 200 43552
INFO 2025-09-22 15:27:46,886 basehttp 37064 36800 "GET /dashboard/ HTTP/1.1" 200 43553
INFO 2025-09-22 15:28:46,509 basehttp 37064 36800 "GET /dashboard/ HTTP/1.1" 200 43564
INFO 2025-09-22 15:28:46,549 basehttp 37064 36800 "GET /static/css/dashboard.css?v=20250922 HTTP/1.1" 200 37165
INFO 2025-09-22 15:28:56,542 basehttp 37064 36800 "GET /dashboard/ HTTP/1.1" 200 43564
INFO 2025-09-22 15:28:56,550 basehttp 37064 36800 "GET /static/css/dashboard.css?v=20250922 HTTP/1.1" 304 0
INFO 2025-09-22 15:29:00,822 basehttp 37064 36800 "GET /dashboard/ HTTP/1.1" 200 43564
INFO 2025-09-22 15:29:00,833 basehttp 37064 36800 "GET /static/css/dashboard.css?v=20250922 HTTP/1.1" 304 0
INFO 2025-09-22 15:29:03,746 basehttp 37064 36800 "GET /dashboard/reviews/ HTTP/1.1" 200 128552
INFO 2025-09-22 15:29:03,755 basehttp 37064 36800 "GET /static/css/dashboard.css?v=20250922 HTTP/1.1" 304 0
INFO 2025-09-22 15:29:05,161 basehttp 37064 36800 "GET /dashboard/ HTTP/1.1" 200 43564
INFO 2025-09-22 15:29:06,629 basehttp 37064 36800 "GET /dashboard/upload/ HTTP/1.1" 200 57869
INFO 2025-09-22 15:29:06,637 basehttp 37064 36800 "GET /static/css/dashboard.css?v=20250922 HTTP/1.1" 304 0
INFO 2025-09-22 15:29:11,353 basehttp 37064 36800 "POST /dashboard/upload/ HTTP/1.1" 200 145
INFO 2025-09-22 15:29:13,476 basehttp 37064 36800 "GET /dashboard/ HTTP/1.1" 200 44364
INFO 2025-09-22 15:29:13,485 basehttp 37064 36800 "GET /static/css/dashboard.css?v=20250922 HTTP/1.1" 304 0
INFO 2025-09-22 15:29:18,879 basehttp 37064 36800 "GET /dashboard/ HTTP/1.1" 200 44364
INFO 2025-09-22 15:29:18,887 basehttp 37064 36800 "GET /static/css/dashboard.css?v=20250922 HTTP/1.1" 304 0
INFO 2025-09-22 15:29:23,317 basehttp 37064 36800 "GET /dashboard/reviews/ HTTP/1.1" 200 158053
INFO 2025-09-22 15:29:23,327 basehttp 37064 36800 "GET /static/css/dashboard.css?v=20250922 HTTP/1.1" 304 0
INFO 2025-09-22 15:29:26,105 basehttp 37064 36800 "GET /dashboard/ HTTP/1.1" 200 44364
WARNING 2025-09-22 15:29:28,064 log 37064 36800 Not Found: /api/process-reviews/
WARNING 2025-09-22 15:29:28,064 basehttp 37064 36800 "POST /api/process-reviews/ HTTP/1.1" 404 5896
INFO 2025-09-22 15:29:29,056 basehttp 37064 36800 "POST /dashboard/process-reviews/ HTTP/1.1" 200 129
INFO 2025-09-22 15:29:30,081 basehttp 37064 36800 "GET /dashboard/ HTTP/1.1" 200 44331
INFO 2025-09-22 15:29:30,091 basehttp 37064 36800 "GET /static/css/dashboard.css?v=20250922 HTTP/1.1" 304 0
INFO 2025-09-22 15:29:33,127 basehttp 37064 36800 "GET /dashboard/reviews/ HTTP/1.1" 200 159958
INFO 2025-09-22 15:29:50,698 basehttp 37064 36800 "GET /dashboard/ HTTP/1.1" 200 44331
INFO 2025-09-22 15:29:50,708 basehttp 37064 36800 "GET /static/css/dashboard.css?v=20250922 HTTP/1.1" 304 0
INFO 2025-09-22 15:29:55,883 basehttp 37064 36800 "GET /dashboard/upload/ HTTP/1.1" 200 59603
INFO 2025-09-22 15:29:57,920 basehttp 37064 36800 "GET /dashboard/ HTTP/1.1" 200 44331
INFO 2025-09-22 15:29:57,930 basehttp 37064 36800 "GET /static/css/dashboard.css?v=20250922 HTTP/1.1" 304 0
INFO 2025-09-22 15:34:52,984 autoreload 13672 14044 Watching for file changes with StatReloader
INFO 2025-09-22 15:35:25,186 basehttp 13672 18660 "GET /dashboard/ HTTP/1.1" 200 44331
INFO 2025-09-22 15:35:25,200 basehttp 13672 18660 "GET /static/css/dashboard.css?v=20250922 HTTP/1.1" 304 0
INFO 2025-09-22 15:37:26,270 basehttp 13672 18660 "GET /dashboard/ HTTP/1.1" 200 44331
INFO 2025-09-22 15:37:26,306 basehttp 13672 18660 "GET /static/css/dashboard.css?v=20250922 HTTP/1.1" 200 37117
INFO 2025-09-22 15:37:42,097 basehttp 13672 18660 "GET /dashboard/reviews/ HTTP/1.1" 200 159958
INFO 2025-09-22 15:37:42,107 basehttp 13672 18660 "GET /static/css/dashboard.css?v=20250922 HTTP/1.1" 304 0
INFO 2025-09-22 15:37:48,758 basehttp 13672 18660 "GET /dashboard/ HTTP/1.1" 200 44331
INFO 2025-09-22 15:37:48,768 basehttp 13672 18660 "GET /static/css/dashboard.css?v=20250922 HTTP/1.1" 304 0
INFO 2025-09-22 15:38:48,746 basehttp 13672 18660 "GET /dashboard/ HTTP/1.1" 200 44331
INFO 2025-09-22 15:38:48,756 basehttp 13672 18660 "GET /static/css/dashboard.css?v=20250922 HTTP/1.1" 200 37062
INFO 2025-09-22 15:39:24,822 basehttp 13672 18660 "GET /dashboard/ HTTP/1.1" 200 44332
INFO 2025-09-22 15:39:24,834 basehttp 13672 18660 "GET /static/css/dashboard.css?v=20250922 HTTP/1.1" 200 37117
INFO 2025-09-22 15:39:44,571 basehttp 13672 18660 "GET /dashboard/ HTTP/1.1" 200 44332
INFO 2025-09-22 15:39:44,582 basehttp 13672 18660 "GET /static/css/dashboard.css?v=20250922 HTTP/1.1" 200 37062
INFO 2025-09-22 15:40:38,114 basehttp 13672 18660 "GET /dashboard/ HTTP/1.1" 200 44332
INFO 2025-09-22 15:40:38,127 basehttp 13672 18660 "GET /static/css/dashboard.css?v=20250922 HTTP/1.1" 200 37046
INFO 2025-09-22 15:41:54,350 basehttp 13672 18660 "GET /dashboard/ HTTP/1.1" 200 44319
INFO 2025-09-22 15:41:54,359 basehttp 13672 18660 "GET /static/css/dashboard.css?v=20250922 HTTP/1.1" 200 36988
INFO 2025-09-22 15:42:12,780 basehttp 13672 18660 "GET /dashboard/ HTTP/1.1" 200 44319
INFO 2025-09-22 15:42:12,790 basehttp 13672 18660 "GET /static/css/dashboard.css?v=20250922 HTTP/1.1" 200 37046
INFO 2025-09-22 15:42:51,647 basehttp 13672 18660 "GET /dashboard/reviews/ HTTP/1.1" 200 159958
INFO 2025-09-22 15:42:51,655 basehttp 13672 18660 "GET /static/css/dashboard.css?v=20250922 HTTP/1.1" 304 0
INFO 2025-09-22 15:43:12,832 basehttp 13672 18660 "GET /dashboard/ HTTP/1.1" 200 44330
INFO 2025-09-22 15:43:12,841 basehttp 13672 18660 "GET /static/css/dashboard.css?v=20250922 HTTP/1.1" 304 0
INFO 2025-09-22 15:43:22,391 basehttp 13672 18660 "GET /dashboard/reviews/ HTTP/1.1" 200 159958
INFO 2025-09-22 15:43:22,399 basehttp 13672 18660 "GET /static/css/dashboard.css?v=20250922 HTTP/1.1" 304 0
INFO 2025-09-22 15:43:26,702 basehttp 13672 18660 "GET /dashboard/ HTTP/1.1" 200 44330
